index,lat,lon,depth
1.2516000e+04, 4.5173118e+01,-1.2426313e+02,-1.7800923e+02
1.2517000e+04, 4.5173116e+01,-1.2426316e+02,-1.7801615e+02
1.2518000e+04, 4.5173114e+01,-1.2426318e+02,-1.7802073e+02
1.2519000e+04, 4.5173112e+01,-1.2426321e+02,-1.7802905e+02
1.2520000e+04, 4.5173111e+01,-1.2426323e+02,-1.7803542e+02
1.2521000e+04, 4.5173109e+01,-1.2426326e+02,-1.7804457e+02
1.2522000e+04, 4.5173107e+01,-1.2426329e+02,-1.7805321e+02
1.2523000e+04, 4.5173106e+01,-1.2426331e+02,-1.7805909e+02
1.2524000e+04, 4.5173104e+01,-1.2426334e+02,-1.7806734e+02
1.2525000e+04, 4.5173102e+01,-1.2426336e+02,-1.7807221e+02
1.2526000e+04, 4.5173100e+01,-1.2426339e+02,-1.7808060e+02
1.2527000e+04, 4.5173099e+01,-1.2426341e+02,-1.7808673e+02
1.2528000e+04, 4.5173097e+01,-1.2426344e+02,-1.7809587e+02
1.2529000e+04, 4.5173095e+01,-1.2426347e+02,-1.7810576e+02
1.2530000e+04, 4.5173094e+01,-1.2426349e+02,-1.7811326e+02
1.2531000e+04, 4.5173092e+01,-1.2426352e+02,-1.7812489e+02
1.2532000e+04, 4.5173090e+01,-1.2426354e+02,-1.7813260e+02
1.2533000e+04, 4.5173089e+01,-1.2426357e+02,-1.7814780e+02
1.2534000e+04, 4.5173087e+01,-1.2426360e+02,-1.7816358e+02
1.2535000e+04, 4.5173085e+01,-1.2426362e+02,-1.7817435e+02
1.2536000e+04, 4.5173083e+01,-1.2426365e+02,-1.7819357e+02
1.2537000e+04, 4.5173082e+01,-1.2426367e+02,-1.7820813e+02
1.2538000e+04, 4.5173080e+01,-1.2426370e+02,-1.7823152e+02
1.2539000e+04, 4.5173078e+01,-1.2426372e+02,-1.7824782e+02
1.2540000e+04, 4.5173077e+01,-1.2426375e+02,-1.7827737e+02
1.2541000e+04, 4.5173075e+01,-1.2426378e+02,-1.7830893e+02
1.2542000e+04, 4.5173073e+01,-1.2426380e+02,-1.7833130e+02
1.2543000e+04, 4.5173071e+01,-1.2426383e+02,-1.7836964e+02
1.2544000e+04, 4.5173070e+01,-1.2426385e+02,-1.7839781e+02
1.2545000e+04, 4.5173068e+01,-1.2426388e+02,-1.7844251e+02
1.2546000e+04, 4.5173066e+01,-1.2426391e+02,-1.7849056e+02
1.2547000e+04, 4.5173065e+01,-1.2426393e+02,-1.7852463e+02
1.2548000e+04, 4.5173063e+01,-1.2426396e+02,-1.7857746e+02
1.2549000e+04, 4.5173061e+01,-1.2426398e+02,-1.7861335e+02
1.2550000e+04, 4.5173060e+01,-1.2426401e+02,-1.7867093e+02
1.2551000e+04, 4.5173058e+01,-1.2426403e+02,-1.7870905e+02
1.2552000e+04, 4.5173056e+01,-1.2426406e+02,-1.7876840e+02
1.2553000e+04, 4.5173054e+01,-1.2426409e+02,-1.7882889e+02
1.2554000e+04, 4.5173053e+01,-1.2426411e+02,-1.7886989e+02
1.2555000e+04, 4.5173051e+01,-1.2426414e+02,-1.7893138e+02
1.2556000e+04, 4.5173049e+01,-1.2426416e+02,-1.7897203e+02
1.2557000e+04, 4.5173048e+01,-1.2426419e+02,-1.7903404e+02
1.2558000e+04, 4.5173046e+01,-1.2426422e+02,-1.7909483e+02
1.2559000e+04, 4.5173044e+01,-1.2426424e+02,-1.7913453e+02
1.2560000e+04, 4.5173042e+01,-1.2426427e+02,-1.7919347e+02
1.2561000e+04, 4.5173041e+01,-1.2426429e+02,-1.7923197e+02
1.2562000e+04, 4.5173039e+01,-1.2426432e+02,-1.7928782e+02
1.2563000e+04, 4.5173037e+01,-1.2426434e+02,-1.7932398e+02
1.2564000e+04, 4.5173036e+01,-1.2426437e+02,-1.7938050e+02
1.2565000e+04, 4.5173034e+01,-1.2426440e+02,-1.7943884e+02
1.2566000e+04, 4.5173032e+01,-1.2426442e+02,-1.7947861e+02
1.2567000e+04, 4.5173031e+01,-1.2426445e+02,-1.7953957e+02
1.2568000e+04, 4.5173029e+01,-1.2426447e+02,-1.7958067e+02
1.2569000e+04, 4.5173027e+01,-1.2426450e+02,-1.7964285e+02
1.2570000e+04, 4.5173025e+01,-1.2426453e+02,-1.7970522e+02
1.2571000e+04, 4.5173024e+01,-1.2426455e+02,-1.7974662e+02
1.2572000e+04, 4.5173022e+01,-1.2426458e+02,-1.7980826e+02
1.2573000e+04, 4.5173020e+01,-1.2426460e+02,-1.7984896e+02
1.2574000e+04, 4.5173019e+01,-1.2426463e+02,-1.7990835e+02
1.2575000e+04, 4.5173017e+01,-1.2426465e+02,-1.7994734e+02
1.2576000e+04, 4.5173015e+01,-1.2426468e+02,-1.8000373e+02
1.2577000e+04, 4.5173013e+01,-1.2426471e+02,-1.8005750e+02
1.2578000e+04, 4.5173012e+01,-1.2426473e+02,-1.8009152e+02
1.2579000e+04, 4.5173010e+01,-1.2426476e+02,-1.8013987e+02
1.2580000e+04, 4.5173008e+01,-1.2426478e+02,-1.8017033e+02
1.2581000e+04, 4.5173007e+01,-1.2426481e+02,-1.8021137e+02
1.2582000e+04, 4.5173005e+01,-1.2426484e+02,-1.8024823e+02
1.2583000e+04, 4.5173003e+01,-1.2426486e+02,-1.8027035e+02
1.2584000e+04, 4.5173002e+01,-1.2426489e+02,-1.8029766e+02
1.2585000e+04, 4.5173000e+01,-1.2426491e+02,-1.8031379e+02
1.2586000e+04, 4.5172998e+01,-1.2426494e+02,-1.8033327e+02
1.2587000e+04, 4.5172996e+01,-1.2426496e+02,-1.8034413e+02
1.2588000e+04, 4.5172995e+01,-1.2426499e+02,-1.8035549e+02
1.2589000e+04, 4.5172993e+01,-1.2426502e+02,-1.8036351e+02
1.2590000e+04, 4.5172991e+01,-1.2426504e+02,-1.8036726e+02
1.2591000e+04, 4.5172990e+01,-1.2426507e+02,-1.8036875e+02
1.2592000e+04, 4.5172988e+01,-1.2426509e+02,-1.8036890e+02
1.2593000e+04, 4.5172986e+01,-1.2426512e+02,-1.8036617e+02
1.2594000e+04, 4.5172984e+01,-1.2426515e+02,-1.8036100e+02
1.2595000e+04, 4.5172983e+01,-1.2426517e+02,-1.8035618e+02
1.2596000e+04, 4.5172981e+01,-1.2426520e+02,-1.8034778e+02
1.2597000e+04, 4.5172979e+01,-1.2426522e+02,-1.8034174e+02
1.2598000e+04, 4.5172978e+01,-1.2426525e+02,-1.8033059e+02
1.2599000e+04, 4.5172976e+01,-1.2426527e+02,-1.8032341e+02
1.2600000e+04, 4.5172974e+01,-1.2426530e+02,-1.8031169e+02
1.2601000e+04, 4.5172972e+01,-1.2426533e+02,-1.8029980e+02
1.2602000e+04, 4.5172971e+01,-1.2426535e+02,-1.8029182e+02
1.2603000e+04, 4.5172969e+01,-1.2426538e+02,-1.8028055e+02
1.2604000e+04, 4.5172967e+01,-1.2426540e+02,-1.8027380e+02
1.2605000e+04, 4.5172966e+01,-1.2426543e+02,-1.8026378e+02
1.2606000e+04, 4.5172964e+01,-1.2426545e+02,-1.8025738e+02
1.2607000e+04, 4.5172962e+01,-1.2426548e+02,-1.8024551e+02
1.2608000e+04, 4.5172961e+01,-1.2426551e+02,-1.8023130e+02
1.2609000e+04, 4.5172959e+01,-1.2426553e+02,-1.8022132e+02
1.2610000e+04, 4.5172957e+01,-1.2426556e+02,-1.8020469e+02
1.2611000e+04, 4.5172955e+01,-1.2426558e+02,-1.8019304e+02
1.2612000e+04, 4.5172954e+01,-1.2426561e+02,-1.8017402e+02
1.2613000e+04, 4.5172952e+01,-1.2426564e+02,-1.8015439e+02
1.2614000e+04, 4.5172950e+01,-1.2426566e+02,-1.8014106e+02
1.2615000e+04, 4.5172949e+01,-1.2426569e+02,-1.8012023e+02
1.2616000e+04, 4.5172947e+01,-1.2426571e+02,-1.8010647e+02
1.2617000e+04, 4.5172945e+01,-1.2426574e+02,-1.8008560e+02
1.2618000e+04, 4.5172943e+01,-1.2426576e+02,-1.8007187e+02
1.2619000e+04, 4.5172942e+01,-1.2426579e+02,-1.8005134e+02
1.2620000e+04, 4.5172940e+01,-1.2426582e+02,-1.8003159e+02
1.2621000e+04, 4.5172938e+01,-1.2426584e+02,-1.8001896e+02
1.2622000e+04, 4.5172937e+01,-1.2426587e+02,-1.8000081e+02
1.2623000e+04, 4.5172935e+01,-1.2426589e+02,-1.7998951e+02
1.2624000e+04, 4.5172933e+01,-1.2426592e+02,-1.7997384e+02
1.2625000e+04, 4.5172932e+01,-1.2426595e+02,-1.7996000e+02
1.2626000e+04, 4.5172930e+01,-1.2426597e+02,-1.7995191e+02
1.2627000e+04, 4.5172928e+01,-1.2426600e+02,-1.7994134e+02
1.2628000e+04, 4.5172926e+01,-1.2426602e+02,-1.7993493e+02
1.2629000e+04, 4.5172925e+01,-1.2426605e+02,-1.7992629e+02
1.2630000e+04, 4.5172923e+01,-1.2426607e+02,-1.7992106e+02
1.2631000e+04, 4.5172922e+01,-1.2426610e+02,-1.7991413e+02
1.2632000e+04, 4.5172922e+01,-1.2426613e+02,-1.7990818e+02
1.2633000e+04, 4.5172922e+01,-1.2426615e+02,-1.7990470e+02
1.2634000e+04, 4.5172922e+01,-1.2426618e+02,-1.7990016e+02
1.2635000e+04, 4.5172922e+01,-1.2426620e+02,-1.7989755e+02
1.2636000e+04, 4.5172922e+01,-1.2426623e+02,-1.7989422e+02
1.2637000e+04, 4.5172921e+01,-1.2426626e+02,-1.7989145e+02
1.2638000e+04, 4.5172921e+01,-1.2426628e+02,-1.7988995e+02
1.2639000e+04, 4.5172921e+01,-1.2426631e+02,-1.7988810e+02
1.2640000e+04, 4.5172921e+01,-1.2426633e+02,-1.7988711e+02
1.2641000e+04, 4.5172921e+01,-1.2426636e+02,-1.7988593e+02
1.2642000e+04, 4.5172921e+01,-1.2426639e+02,-1.7988504e+02
1.2643000e+04, 4.5172921e+01,-1.2426641e+02,-1.7988457e+02
1.2644000e+04, 4.5172921e+01,-1.2426644e+02,-1.7988401e+02
1.2645000e+04, 4.5172921e+01,-1.2426646e+02,-1.7988369e+02
1.2646000e+04, 4.5172921e+01,-1.2426649e+02,-1.7988324e+02
1.2647000e+04, 4.5172921e+01,-1.2426652e+02,-1.7988277e+02
1.2648000e+04, 4.5172921e+01,-1.2426654e+02,-1.7988242e+02
1.2649000e+04, 4.5172921e+01,-1.2426657e+02,-1.7988197e+02
1.2650000e+04, 4.5172921e+01,-1.2426659e+02,-1.7988175e+02
1.2651000e+04, 4.5172921e+01,-1.2426662e+02,-1.7988154e+02
1.2652000e+04, 4.5172921e+01,-1.2426665e+02,-1.7988155e+02
1.2653000e+04, 4.5172921e+01,-1.2426667e+02,-1.7988169e+02
1.2654000e+04, 4.5172921e+01,-1.2426670e+02,-1.7988214e+02
1.2655000e+04, 4.5172921e+01,-1.2426672e+02,-1.7988262e+02
1.2656000e+04, 4.5172921e+01,-1.2426675e+02,-1.7988364e+02
1.2657000e+04, 4.5172921e+01,-1.2426677e+02,-1.7988453e+02
1.2658000e+04, 4.5172921e+01,-1.2426680e+02,-1.7988624e+02
1.2659000e+04, 4.5172921e+01,-1.2426683e+02,-1.7988843e+02
1.2660000e+04, 4.5172921e+01,-1.2426685e+02,-1.7989017e+02
1.2661000e+04, 4.5172921e+01,-1.2426688e+02,-1.7989324e+02
1.2662000e+04, 4.5172921e+01,-1.2426690e+02,-1.7989561e+02
1.2663000e+04, 4.5172921e+01,-1.2426693e+02,-1.7989970e+02
1.2664000e+04, 4.5172921e+01,-1.2426696e+02,-1.7990445e+02
1.2665000e+04, 4.5172921e+01,-1.2426698e+02,-1.7990801e+02
1.2666000e+04, 4.5172921e+01,-1.2426701e+02,-1.7991397e+02
1.2667000e+04, 4.5172921e+01,-1.2426703e+02,-1.7991837e+02
1.2668000e+04, 4.5172921e+01,-1.2426706e+02,-1.7992567e+02
1.2669000e+04, 4.5172921e+01,-1.2426709e+02,-1.7993385e+02
1.2670000e+04, 4.5172920e+01,-1.2426711e+02,-1.7993998e+02
1.2671000e+04, 4.5172920e+01,-1.2426714e+02,-1.7994996e+02
1.2672000e+04, 4.5172920e+01,-1.2426716e+02,-1.7995716e+02
1.2673000e+04, 4.5172920e+01,-1.2426719e+02,-1.7996870e+02
1.2674000e+04, 4.5172920e+01,-1.2426722e+02,-1.7998107e+02
1.2675000e+04, 4.5172920e+01,-1.2426724e+02,-1.7998973e+02
1.2676000e+04, 4.5172920e+01,-1.2426727e+02,-1.8000326e+02
1.2677000e+04, 4.5172920e+01,-1.2426729e+02,-1.8001261e+02
1.2678000e+04, 4.5172920e+01,-1.2426732e+02,-1.8002705e+02
1.2679000e+04, 4.5172920e+01,-1.2426735e+02,-1.8004191e+02
1.2680000e+04, 4.5172920e+01,-1.2426737e+02,-1.8005200e+02
1.2681000e+04, 4.5172920e+01,-1.2426740e+02,-1.8006736e+02
1.2682000e+04, 4.5172920e+01,-1.2426742e+02,-1.8007771e+02
1.2683000e+04, 4.5172920e+01,-1.2426745e+02,-1.8009331e+02
1.2684000e+04, 4.5172920e+01,-1.2426748e+02,-1.8010894e+02
1.2685000e+04, 4.5172920e+01,-1.2426750e+02,-1.8011932e+02
1.2686000e+04, 4.5172920e+01,-1.2426753e+02,-1.8013478e+02
1.2687000e+04, 4.5172920e+01,-1.2426755e+02,-1.8014497e+02
1.2688000e+04, 4.5172920e+01,-1.2426758e+02,-1.8016000e+02
1.2689000e+04, 4.5172920e+01,-1.2426760e+02,-1.8016983e+02
1.2690000e+04, 4.5172920e+01,-1.2426763e+02,-1.8018420e+02
1.2691000e+04, 4.5172920e+01,-1.2426766e+02,-1.8019885e+02
1.2692000e+04, 4.5172920e+01,-1.2426768e+02,-1.8020895e+02
1.2693000e+04, 4.5172920e+01,-1.2426771e+02,-1.8022450e+02
1.2694000e+04, 4.5172920e+01,-1.2426773e+02,-1.8023510e+02
1.2695000e+04, 4.5172920e+01,-1.2426776e+02,-1.8025127e+02
1.2696000e+04, 4.5172920e+01,-1.2426779e+02,-1.8026765e+02
1.2697000e+04, 4.5172920e+01,-1.2426781e+02,-1.8027864e+02
1.2698000e+04, 4.5172920e+01,-1.2426784e+02,-1.8029516e+02
1.2699000e+04, 4.5172919e+01,-1.2426786e+02,-1.8030620e+02
1.2700000e+04, 4.5172919e+01,-1.2426789e+02,-1.8032254e+02
1.2701000e+04, 4.5172919e+01,-1.2426792e+02,-1.8033863e+02
1.2702000e+04, 4.5172919e+01,-1.2426794e+02,-1.8034917e+02
1.2703000e+04, 4.5172919e+01,-1.2426797e+02,-1.8036461e+02
1.2704000e+04, 4.5172919e+01,-1.2426799e+02,-1.8037462e+02
1.2705000e+04, 4.5172919e+01,-1.2426802e+02,-1.8038911e+02
1.2706000e+04, 4.5172919e+01,-1.2426805e+02,-1.8040288e+02
1.2707000e+04, 4.5172919e+01,-1.2426807e+02,-1.8041161e+02
1.2708000e+04, 4.5172919e+01,-1.2426810e+02,-1.8042395e+02
1.2709000e+04, 4.5172919e+01,-1.2426812e+02,-1.8043163e+02
1.2710000e+04, 4.5172919e+01,-1.2426815e+02,-1.8044224e+02
1.2711000e+04, 4.5172919e+01,-1.2426818e+02,-1.8045167e+02
1.2712000e+04, 4.5172919e+01,-1.2426820e+02,-1.8045730e+02
1.2713000e+04, 4.5172919e+01,-1.2426823e+02,-1.8046483e+02
1.2714000e+04, 4.5172919e+01,-1.2426825e+02,-1.8046930e+02
1.2715000e+04, 4.5172919e+01,-1.2426828e+02,-1.8047522e+02
1.2716000e+04, 4.5172919e+01,-1.2426831e+02,-1.8048029e+02
1.2717000e+04, 4.5172919e+01,-1.2426833e+02,-1.8048324e+02
1.2718000e+04, 4.5172919e+01,-1.2426836e+02,-1.8048710e+02
1.2719000e+04, 4.5172919e+01,-1.2426838e+02,-1.8048933e+02
1.2720000e+04, 4.5172919e+01,-1.2426841e+02,-1.8049224e+02
1.2721000e+04, 4.5172919e+01,-1.2426843e+02,-1.8049392e+02
1.2722000e+04, 4.5172919e+01,-1.2426846e+02,-1.8049613e+02
1.2723000e+04, 4.5172919e+01,-1.2426849e+02,-1.8049804e+02
1.2724000e+04, 4.5172918e+01,-1.2426851e+02,-1.8049899e+02
1.2725000e+04, 4.5172918e+01,-1.2426854e+02,-1.8050060e+02
1.2726000e+04, 4.5172918e+01,-1.2426856e+02,-1.8050163e+02
1.2727000e+04, 4.5172918e+01,-1.2426859e+02,-1.8050320e+02
1.2728000e+04, 4.5172918e+01,-1.2426862e+02,-1.8050488e+02
1.2729000e+04, 4.5172918e+01,-1.2426864e+02,-1.8050610e+02
1.2730000e+04, 4.5172918e+01,-1.2426867e+02,-1.8050815e+02
1.2731000e+04, 4.5172918e+01,-1.2426869e+02,-1.8050971e+02
1.2732000e+04, 4.5172918e+01,-1.2426872e+02,-1.8051240e+02
1.2733000e+04, 4.5172918e+01,-1.2426875e+02,-1.8051518e+02
1.2734000e+04, 4.5172918e+01,-1.2426877e+02,-1.8051676e+02
1.2735000e+04, 4.5172918e+01,-1.2426880e+02,-1.8051878e+02
1.2736000e+04, 4.5172918e+01,-1.2426882e+02,-1.8051993e+02
1.2737000e+04, 4.5172918e+01,-1.2426885e+02,-1.8052143e+02
1.2738000e+04, 4.5172918e+01,-1.2426888e+02,-1.8052271e+02
1.2739000e+04, 4.5172918e+01,-1.2426890e+02,-1.8052349e+02
1.2740000e+04, 4.5172918e+01,-1.2426893e+02,-1.8052462e+02
1.2741000e+04, 4.5172918e+01,-1.2426895e+02,-1.8052537e+02
1.2742000e+04, 4.5172918e+01,-1.2426898e+02,-1.8052657e+02
1.2743000e+04, 4.5172918e+01,-1.2426901e+02,-1.8052793e+02
1.2744000e+04, 4.5172918e+01,-1.2426903e+02,-1.8052896e+02
1.2745000e+04, 4.5172918e+01,-1.2426906e+02,-1.8053076e+02
1.2746000e+04, 4.5172918e+01,-1.2426908e+02,-1.8053217e+02
1.2747000e+04, 4.5172918e+01,-1.2426911e+02,-1.8053466e+02
1.2748000e+04, 4.5172918e+01,-1.2426914e+02,-1.8053766e+02
1.2749000e+04, 4.5172917e+01,-1.2426916e+02,-1.8053940e+02
1.2750000e+04, 4.5172917e+01,-1.2426919e+02,-1.8054345e+02
1.2751000e+04, 4.5172917e+01,-1.2426921e+02,-1.8054656e+02
1.2752000e+04, 4.5172917e+01,-1.2426924e+02,-1.8055190e+02
1.2753000e+04, 4.5172917e+01,-1.2426926e+02,-1.8055595e+02
1.2754000e+04, 4.5172917e+01,-1.2426929e+02,-1.8056281e+02
1.2755000e+04, 4.5172917e+01,-1.2426932e+02,-1.8057059e+02
1.2756000e+04, 4.5172917e+01,-1.2426934e+02,-1.8057625e+02
1.2757000e+04, 4.5172917e+01,-1.2426937e+02,-1.8058539e+02
1.2758000e+04, 4.5172917e+01,-1.2426939e+02,-1.8059188e+02
1.2759000e+04, 4.5172917e+01,-1.2426942e+02,-1.8060215e+02
1.2760000e+04, 4.5172917e+01,-1.2426945e+02,-1.8061298e+02
1.2761000e+04, 4.5172917e+01,-1.2426947e+02,-1.8062048e+02
1.2762000e+04, 4.5172917e+01,-1.2426950e+02,-1.8063207e+02
1.2763000e+04, 4.5172917e+01,-1.2426952e+02,-1.8064000e+02
1.2764000e+04, 4.5172917e+01,-1.2426955e+02,-1.8065212e+02
1.2765000e+04, 4.5172917e+01,-1.2426958e+02,-1.8066445e+02
1.2766000e+04, 4.5172917e+01,-1.2426960e+02,-1.8067274e+02
1.2767000e+04, 4.5172917e+01,-1.2426963e+02,-1.8068523e+02
1.2768000e+04, 4.5172917e+01,-1.2426965e+02,-1.8069355e+02
1.2769000e+04, 4.5172917e+01,-1.2426968e+02,-1.8070597e+02
1.2770000e+04, 4.5172917e+01,-1.2426971e+02,-1.8071823e+02
1.2771000e+04, 4.5172917e+01,-1.2426973e+02,-1.8072628e+02
1.2772000e+04, 4.5172917e+01,-1.2426976e+02,-1.8073811e+02
1.2773000e+04, 4.5172917e+01,-1.2426978e+02,-1.8074579e+02
1.2774000e+04, 4.5172916e+01,-1.2426981e+02,-1.8075660e+02
1.2775000e+04, 4.5172916e+01,-1.2426984e+02,-1.8076742e+02
1.2776000e+04, 4.5172916e+01,-1.2426986e+02,-1.8077479e+02
1.2777000e+04, 4.5172916e+01,-1.2426989e+02,-1.8078610e+02
1.2778000e+04, 4.5172916e+01,-1.2426991e+02,-1.8079378e+02
1.2779000e+04, 4.5172916e+01,-1.2426994e+02,-1.8080546e+02
1.2780000e+04, 4.5172916e+01,-1.2426997e+02,-1.8081726e+02
1.2781000e+04, 4.5172916e+01,-1.2426999e+02,-1.8082516e+02
1.2782000e+04, 4.5172916e+01,-1.2427002e+02,-1.8083699e+02
1.2783000e+04, 4.5172916e+01,-1.2427004e+02,-1.8084485e+02
1.2784000e+04, 4.5172916e+01,-1.2427007e+02,-1.8085652e+02
1.2785000e+04, 4.5172916e+01,-1.2427009e+02,-1.8086419e+02
1.2786000e+04, 4.5172916e+01,-1.2427012e+02,-1.8087549e+02
1.2787000e+04, 4.5172916e+01,-1.2427015e+02,-1.8088646e+02
1.2788000e+04, 4.5172916e+01,-1.2427017e+02,-1.8089356e+02
1.2789000e+04, 4.5172916e+01,-1.2427020e+02,-1.8090384e+02
1.2790000e+04, 4.5172916e+01,-1.2427022e+02,-1.8091040e+02
1.2791000e+04, 4.5172916e+01,-1.2427025e+02,-1.8091977e+02
1.2792000e+04, 4.5172916e+01,-1.2427028e+02,-1.8092849e+02
1.2793000e+04, 4.5172916e+01,-1.2427030e+02,-1.8093391e+02
1.2794000e+04, 4.5172916e+01,-1.2427033e+02,-1.8094140e+02
1.2795000e+04, 4.5172916e+01,-1.2427035e+02,-1.8094593e+02
1.2796000e+04, 4.5172916e+01,-1.2427038e+02,-1.8095198e+02
1.2797000e+04, 4.5172916e+01,-1.2427041e+02,-1.8095718e+02
1.2798000e+04, 4.5172916e+01,-1.2427043e+02,-1.8096023e+02
1.2799000e+04, 4.5172915e+01,-1.2427046e+02,-1.8096423e+02
1.2800000e+04, 4.5172915e+01,-1.2427048e+02,-1.8096649e+02
1.2801000e+04, 4.5172915e+01,-1.2427051e+02,-1.8096937e+02
1.2802000e+04, 4.5172915e+01,-1.2427054e+02,-1.8097167e+02
1.2803000e+04, 4.5172915e+01,-1.2427056e+02,-1.8097291e+02
1.2804000e+04, 4.5172915e+01,-1.2427059e+02,-1.8097437e+02
1.2805000e+04, 4.5172915e+01,-1.2427061e+02,-1.8097511e+02
1.2806000e+04, 4.5172915e+01,-1.2427064e+02,-1.8097589e+02
1.2807000e+04, 4.5172915e+01,-1.2427067e+02,-1.8097634e+02
1.2808000e+04, 4.5172915e+01,-1.2427069e+02,-1.8097648e+02
1.2809000e+04, 4.5172915e+01,-1.2427072e+02,-1.8097650e+02
1.2810000e+04, 4.5172915e+01,-1.2427074e+02,-1.8097641e+02
1.2811000e+04, 4.5172915e+01,-1.2427077e+02,-1.8097616e+02
1.2812000e+04, 4.5172915e+01,-1.2427080e+02,-1.8097583e+02
1.2813000e+04, 4.5172915e+01,-1.2427082e+02,-1.8097559e+02
1.2814000e+04, 4.5172915e+01,-1.2427085e+02,-1.8097523e+02
1.2815000e+04, 4.5172915e+01,-1.2427087e+02,-1.8097503e+02
1.2816000e+04, 4.5172915e+01,-1.2427090e+02,-1.8097482e+02
1.2817000e+04, 4.5172915e+01,-1.2427092e+02,-1.8097476e+02
1.2818000e+04, 4.5172915e+01,-1.2427095e+02,-1.8097459e+02
1.2819000e+04, 4.5172915e+01,-1.2427098e+02,-1.8097408e+02
1.2820000e+04, 4.5172915e+01,-1.2427100e+02,-1.8097357e+02
1.2821000e+04, 4.5172915e+01,-1.2427103e+02,-1.8097259e+02
1.2822000e+04, 4.5172915e+01,-1.2427105e+02,-1.8097181e+02
1.2823000e+04, 4.5172915e+01,-1.2427108e+02,-1.8097045e+02
1.2824000e+04, 4.5172914e+01,-1.2427111e+02,-1.8096896e+02
1.2825000e+04, 4.5172914e+01,-1.2427113e+02,-1.8096786e+02
1.2826000e+04, 4.5172914e+01,-1.2427116e+02,-1.8096611e+02
1.2827000e+04, 4.5172914e+01,-1.2427118e+02,-1.8096490e+02
1.2828000e+04, 4.5172914e+01,-1.2427121e+02,-1.8096304e+02
1.2829000e+04, 4.5172914e+01,-1.2427124e+02,-1.8096116e+02
1.2830000e+04, 4.5172914e+01,-1.2427126e+02,-1.8095991e+02
1.2831000e+04, 4.5172914e+01,-1.2427129e+02,-1.8095808e+02
1.2832000e+04, 4.5172914e+01,-1.2427131e+02,-1.8095690e+02
1.2833000e+04, 4.5172914e+01,-1.2427134e+02,-1.8095522e+02
1.2834000e+04, 4.5172914e+01,-1.2427137e+02,-1.8095367e+02
1.2835000e+04, 4.5172914e+01,-1.2427139e+02,-1.8095274e+02
1.2836000e+04, 4.5172914e+01,-1.2427142e+02,-1.8095150e+02
1.2837000e+04, 4.5172914e+01,-1.2427144e+02,-1.8095080e+02
1.2838000e+04, 4.5172914e+01,-1.2427147e+02,-1.8094997e+02
1.2839000e+04, 4.5172914e+01,-1.2427150e+02,-1.8094936e+02
1.2840000e+04, 4.5172914e+01,-1.2427152e+02,-1.8094903e+02
1.2841000e+04, 4.5172914e+01,-1.2427155e+02,-1.8094863e+02
1.2842000e+04, 4.5172914e+01,-1.2427157e+02,-1.8094844e+02
1.2843000e+04, 4.5172914e+01,-1.2427160e+02,-1.8094823e+02
1.2844000e+04, 4.5172914e+01,-1.2427163e+02,-1.8094812e+02
1.2845000e+04, 4.5172914e+01,-1.2427165e+02,-1.8094809e+02
1.2846000e+04, 4.5172914e+01,-1.2427168e+02,-1.8094811e+02
1.2847000e+04, 4.5172914e+01,-1.2427170e+02,-1.8094816e+02
1.2848000e+04, 4.5172914e+01,-1.2427173e+02,-1.8094828e+02
1.2849000e+04, 4.5172913e+01,-1.2427175e+02,-1.8094839e+02
1.2850000e+04, 4.5172913e+01,-1.2427178e+02,-1.8094857e+02
1.2851000e+04, 4.5172913e+01,-1.2427181e+02,-1.8094878e+02
1.2852000e+04, 4.5172913e+01,-1.2427183e+02,-1.8094893e+02
1.2853000e+04, 4.5172913e+01,-1.2427186e+02,-1.8094915e+02
1.2854000e+04, 4.5172913e+01,-1.2427188e+02,-1.8094930e+02
1.2855000e+04, 4.5172913e+01,-1.2427191e+02,-1.8094950e+02
1.2856000e+04, 4.5172913e+01,-1.2427194e+02,-1.8094967e+02
1.2857000e+04, 4.5172913e+01,-1.2427196e+02,-1.8094976e+02
1.2858000e+04, 4.5172913e+01,-1.2427199e+02,-1.8094986e+02
1.2859000e+04, 4.5172913e+01,-1.2427201e+02,-1.8094989e+02
1.2860000e+04, 4.5172913e+01,-1.2427204e+02,-1.8094990e+02
1.2861000e+04, 4.5172913e+01,-1.2427207e+02,-1.8094990e+02
1.2862000e+04, 4.5172913e+01,-1.2427209e+02,-1.8094991e+02
1.2863000e+04, 4.5172913e+01,-1.2427212e+02,-1.8094992e+02
1.2864000e+04, 4.5172913e+01,-1.2427214e+02,-1.8094992e+02
1.2865000e+04, 4.5172913e+01,-1.2427217e+02,-1.8094994e+02
1.2866000e+04, 4.5172913e+01,-1.2427220e+02,-1.8094995e+02
1.2867000e+04, 4.5172913e+01,-1.2427222e+02,-1.8094996e+02
1.2868000e+04, 4.5172913e+01,-1.2427225e+02,-1.8094998e+02
1.2869000e+04, 4.5172913e+01,-1.2427227e+02,-1.8094999e+02
1.2870000e+04, 4.5172913e+01,-1.2427230e+02,-1.8095000e+02
1.2871000e+04, 4.5172913e+01,-1.2427233e+02,-1.8095001e+02
1.2872000e+04, 4.5172913e+01,-1.2427235e+02,-1.8095002e+02
1.2873000e+04, 4.5172912e+01,-1.2427238e+02,-1.8095003e+02
